measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Road injuries,Rate,2017,21.6251972392,31.026208722200003,14.380394566000001
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Road injuries,Number,2017,331.169378052,466.661674835,225.581186125
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Road injuries,Number,2017,317.949736544,447.90412949,218.19243598
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Road injuries,Percent,2017,0.00795050763551,0.00957037551833,0.00648006108373
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Road injuries,Percent,2017,0.00775877446712,0.00936578864944,0.00632054498089
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Road injuries,Rate,2017,44.3290567213,62.46553342320001,30.195428254400003
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Road injuries,Rate,2017,45.0357693976,63.44306904369999,30.9057159095
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Road injuries,Number,2017,624.881124494,850.79350386,430.651864661
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Road injuries,Number,2017,568.70931343,792.309027337,385.695714437
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Road injuries,Percent,2017,0.0102140737335,0.0119795382933,0.00843876537307
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Road injuries,Percent,2017,0.00846597650971,0.0101210335999,0.00695060177453
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Road injuries,Rate,2017,84.9880611715,115.713673395,58.5715675875
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Road injuries,Rate,2017,81.1750858649,113.090733362,55.052523315
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Road injuries,Number,2017,1109.69322378,1534.54928926,760.960887972
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Road injuries,Number,2017,963.047885307,1332.97135223,660.069839114
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Road injuries,Percent,2017,0.0138270107192,0.016084539428,0.0116724019381
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Road injuries,Percent,2017,0.0104428256158,0.0124297721544,0.00862448955731
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Road injuries,Rate,2017,137.222340455,189.759151902,94.09883002299999
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Road injuries,Rate,2017,123.002184557,170.24946607299998,84.3052909518
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Road injuries,Number,2017,1547.92293588,2098.35326248,1073.06909706
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Road injuries,Number,2017,1386.39946054,1894.64711673,952.394184463
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Road injuries,Percent,2017,0.0169641584484,0.0196534379817,0.0145532845908
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Road injuries,Percent,2017,0.012831653779,0.0153209749611,0.0108483598032
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Road injuries,Rate,2017,182.438776841,247.31270124099998,126.47232558900001
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Road injuries,Rate,2017,160.67102910900002,219.57228829499996,110.373783379
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Road injuries,Number,2017,1946.03624724,2617.30031362,1349.51810322
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Road injuries,Number,2017,1759.81003708,2381.61478004,1233.06955062
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Road injuries,Percent,2017,0.0195850327289,0.0223797184548,0.0168350109673
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Road injuries,Percent,2017,0.0152362893095,0.0178522017352,0.0127645351313
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Road injuries,Rate,2017,225.042053924,302.66786610400004,156.059953245
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Road injuries,Rate,2017,197.844544481,267.750201077,138.626373538
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Road injuries,Number,2017,2136.26403534,2917.30306447,1495.42846363
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Road injuries,Number,2017,1905.49997543,2571.7122416,1327.92880692
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Road injuries,Percent,2017,0.0217613547081,0.0248411070844,0.0189805902194
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Road injuries,Percent,2017,0.0168703690917,0.019704598293,0.0142269753341
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Road injuries,Rate,2017,263.941871369,360.44160153,184.76470167600002
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Road injuries,Rate,2017,232.032819986,313.157518397,161.70195213
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Road injuries,Number,2017,2383.46526118,3220.1856733,1668.61947756
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Road injuries,Number,2017,2143.79607151,2975.19692717,1503.9481521
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Road injuries,Percent,2017,0.0241724817773,0.0275308455312,0.0211770374306
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Road injuries,Percent,2017,0.0185325591615,0.0215090521776,0.0157360316361
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Road injuries,Rate,2017,306.445284714,414.023536051,214.536615746
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Road injuries,Rate,2017,268.163192802,372.161474596,188.125887362
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Road injuries,Number,2017,2781.79808446,3748.53540699,1945.08647542
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Road injuries,Number,2017,2547.020636,3454.28887983,1799.9664411
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Road injuries,Percent,2017,0.0258107001417,0.0293693022812,0.0226056681487
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Road injuries,Percent,2017,0.0199997791193,0.0232734452945,0.0172379824827
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Road injuries,Rate,2017,347.118465849,467.74993013500006,242.71187655999998
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Road injuries,Rate,2017,304.570827855,413.06128772899996,215.238644449
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Road injuries,Number,2017,2879.23780311,3867.08094107,2029.46960119
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Road injuries,Number,2017,2647.81108788,3555.96716953,1874.58729004
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Road injuries,Percent,2017,0.0266856427014,0.0299684738354,0.0236119992672
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Road injuries,Percent,2017,0.0219274070297,0.0252702314566,0.0189624941242
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Road injuries,Rate,2017,385.966362815,518.3882914860001,272.053596814
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Road injuries,Rate,2017,343.034743201,460.69007355400004,242.86044143900003
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Road injuries,Number,2017,3005.10039389,4082.55724421,2109.99907538
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Road injuries,Number,2017,2841.92296202,3851.87561346,2005.94274892
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Road injuries,Percent,2017,0.0260746911288,0.0291859925984,0.0229277204701
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Road injuries,Percent,2017,0.0228204335678,0.0260248027036,0.0197831011159
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Road injuries,Rate,2017,414.961298437,563.7426484810001,291.36063400800003
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Road injuries,Rate,2017,374.68194756,507.83510879599993,264.465485483
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Road injuries,Number,2017,2828.66572223,3812.86497167,2009.08222308
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Road injuries,Number,2017,2731.60930392,3731.03059653,1943.85853524
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Road injuries,Percent,2017,0.0249508212777,0.0278237652175,0.0219306602124
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Road injuries,Percent,2017,0.0226049645976,0.0259275542074,0.0196553968947
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Road injuries,Rate,2017,441.488856145,595.0994427319999,313.57095523799995
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Road injuries,Rate,2017,403.30082507099996,550.8575899880001,286.995563369
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Road injuries,Number,2017,2628.02528154,3568.34533999,1869.39061495
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Road injuries,Number,2017,2568.37773532,3480.61384435,1824.61405243
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Road injuries,Percent,2017,0.0227035511792,0.0254039724157,0.0201699822357
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Road injuries,Percent,2017,0.0212209000388,0.0239087255687,0.0186176458014
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Road injuries,Rate,2017,456.175602709,619.397422686,324.49093867600004
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Road injuries,Rate,2017,424.14440619500004,574.791967672,301.318545618
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Road injuries,Number,2017,2163.09637825,2900.55463268,1531.88522145
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Road injuries,Number,2017,2167.83143012,2918.37454399,1535.35735901
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Road injuries,Percent,2017,0.0202445648225,0.0226335179098,0.0180102641006
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Road injuries,Percent,2017,0.0197160123286,0.0224044076965,0.0171802422274
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Road injuries,Rate,2017,464.86665270199995,623.352309508,329.214344021
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Road injuries,Rate,2017,441.16975609900004,593.910840063,312.45659703399997
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Road injuries,Number,2017,1479.26962761,2000.7381471,1057.84077584
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Road injuries,Number,2017,1618.61457288,2180.94015164,1152.30371784
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Road injuries,Percent,2017,0.0178244276291,0.0199340930966,0.0158944250358
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Road injuries,Percent,2017,0.0183400602283,0.0205305026717,0.0162165459431
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Road injuries,Rate,2017,464.339861557,628.027816496,332.054163915
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Road injuries,Rate,2017,456.77025354299997,615.457566435,325.178130836
YLDs (Years Lived with Disability),Australia,Male,<1 year,Road injuries,Number,2017,1.65250940804,2.6393129349,0.951181275838
YLDs (Years Lived with Disability),Australia,Female,<1 year,Road injuries,Number,2017,2.36279639598,3.90799951667,1.35841810655
YLDs (Years Lived with Disability),Australia,Male,<1 year,Road injuries,Percent,2017,0.000520021819009,0.000773001110936,0.000338599889677
YLDs (Years Lived with Disability),Australia,Female,<1 year,Road injuries,Percent,2017,0.00108931945231,0.00167275459775,0.00072683819424
YLDs (Years Lived with Disability),Australia,Male,<1 year,Road injuries,Rate,2017,1.05430413734,1.6838866595600002,0.60685545849
YLDs (Years Lived with Disability),Australia,Female,<1 year,Road injuries,Rate,2017,1.5915155196400002,2.63232240074,0.9149935654229999
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Road injuries,Number,2017,964.341282472,1306.58874232,688.601252409
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Road injuries,Number,2017,1209.68239148,1631.83509064,860.622138158
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Road injuries,Percent,2017,0.0154218774879,0.0175439166988,0.0135180833081
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Road injuries,Percent,2017,0.015998971751,0.0182700935261,0.0140401780745
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Road injuries,Rate,2017,459.664796718,622.801138507,328.230016138
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Road injuries,Rate,2017,463.727233641,625.557896579,329.916287241
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Road injuries,Number,2017,563.804813481,766.134111209,398.378587843
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Road injuries,Number,2017,805.713617379,1097.14928515,570.491289439
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Road injuries,Percent,2017,0.0132665627426,0.0153741113367,0.0114175357014
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Road injuries,Percent,2017,0.0131618136415,0.0153125571351,0.0112863049927
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Road injuries,Rate,2017,455.683000394,619.211262749,321.98084489499996
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Road injuries,Rate,2017,445.48855634899996,606.626772341,315.431358562
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Road injuries,Number,2017,236.511110137,325.089435891,165.34135983
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Road injuries,Number,2017,397.414023084,547.889460239,281.014214721
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Road injuries,Percent,2017,0.0118781226995,0.0138268636582,0.0100297649911
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Road injuries,Percent,2017,0.0108838343475,0.0128862174137,0.00916580740958
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Road injuries,Rate,2017,462.852372911,636.2002052400001,323.57313233
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Road injuries,Rate,2017,422.005638888,581.792358292,298.403116981
YLDs (Years Lived with Disability),Australia,Male,95 plus,Road injuries,Number,2017,61.4431995159,84.7973273736,43.3247209383
YLDs (Years Lived with Disability),Australia,Female,95 plus,Road injuries,Number,2017,125.52416628,173.909514894,88.7089252685
YLDs (Years Lived with Disability),Australia,Male,95 plus,Road injuries,Percent,2017,0.0112750258109,0.0133518065419,0.00938385750579
YLDs (Years Lived with Disability),Australia,Female,95 plus,Road injuries,Percent,2017,0.0094852116223,0.0112851139096,0.00784307457715
YLDs (Years Lived with Disability),Australia,Male,95 plus,Road injuries,Rate,2017,485.685216103,670.290749748,342.465506636
YLDs (Years Lived with Disability),Australia,Female,95 plus,Road injuries,Rate,2017,413.28365030599997,572.590611579,292.070838119
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Self-harm,Number,2017,1.00507833738,1.46797354671,0.630219029353
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Self-harm,Number,2017,4.45472584774,6.7059204388,2.75704261675
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Self-harm,Percent,2017,0.000112351984657,0.000149472331061,8.38190278693e-05
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Self-harm,Percent,2017,0.000484859119982,0.000661025346444,0.000351377761466
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Self-harm,Rate,2017,0.6686377647280001,0.976583132329,0.41925910389800003
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Self-harm,Rate,2017,3.09388137392,4.65737355108,1.9148120649
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Self-harm,Number,2017,5.54447327191,8.02874584913,3.57392612696
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Self-harm,Number,2017,21.7963296574,31.8049454893,13.8933820934
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Self-harm,Percent,2017,0.00043461857537,0.000545064130166,0.000330426306384
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Self-harm,Percent,2017,0.00149295414415,0.0019496288458,0.00111872863207
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Self-harm,Rate,2017,3.6724523228900003,5.317941831,2.36723538254
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Self-harm,Rate,2017,15.023084003700001,21.9215058374,9.57599052529
YLDs (Years Lived with Disability),New Zealand,Male,20 to 24,Self-harm,Number,2017,12.7456726674,18.5820978017,7.9774721162
YLDs (Years Lived with Disability),New Zealand,Female,20 to 24,Self-harm,Number,2017,44.2389048304,64.6867300648,27.5945346328
YLDs (Years Lived with Disability),New Zealand,Male,20 to 24,Self-harm,Percent,2017,0.00085471050481,0.00110697688682,0.000627425655715
YLDs (Years Lived with Disability),New Zealand,Female,20 to 24,Self-harm,Percent,2017,0.00243764490749,0.0032608779126,0.00178514469346
